location,BHK,total_sqmeter,bath,price
Kanakpura Road,2,83.61,2,454671.55
Kanakpura Road,3,171.22,3,1053507.25
Kanakpura Road,3,102.19,2,587746.15
Kanakpura Road,3,171.22,3,998059.5
Kanakpura Road,2,83.61,2,513335.27
Kanakpura Road,1,78.97,1,413862.01
Kanakpura Road,3,145.86,3,754089.4
Kanakpura Road,1,48.77,1,332686.5
Kanakpura Road,3,180.04,3,1164402.75
Kanakpura Road,3,171.22,3,1066814.71
Kanakpura Road,1,48.77,1,288328.3
Kanakpura Road,3,149.57,3,870529.67
Kanakpura Road,3,116.13,3,694205.83
Kanakpura Road,3,134.71,3,675464.49
Kanakpura Road,2,65.03,2,399223.8
Kanakpura Road,3,150.69,3,1053507.25
Kanakpura Road,2,83.61,2,465761.1
Kanakpura Road,3,154.68,3,830607.3
Kanakpura Road,3,134.71,3,675353.59
Kanakpura Road,2,124.4,2,742999.85
Kannamangala,2,88.91,2,643193.9
Kannamangala,2,88.91,2,621014.8
Kannamangala,4,278.71,4,2217910.0
Kannamangala,3,142.7,3,986969.95
Kannamangala,4,222.97,4,1441641.5
Kannamangala,3,146.23,3,1035098.6
Kannamangala,2,88.91,2,582201.38
Kannamangala,3,142.7,3,1153313.2
Kannamangala,2,88.91,2,604380.47
Kannamangala,4,225.01,4,1497089.25
Kannamangala,2,88.91,2,609925.25
Kannamangala,2,88.91,2,621014.8
Karuna Nagar,3,232.26,3,1996119.0
Karuna Nagar,3,232.26,3,2107014.5
Karuna Nagar,3,182.27,3,1940671.25
Karuna Nagar,2,98.2,2,720820.75
Karuna Nagar,3,125.79,2,1086775.9
Karuna Nagar,3,180.69,3,1275298.25
Karuna Nagar,3,182.09,3,1829775.75
Kasavanhalli,2,98.48,2,643859.27
Kasavanhalli,3,145.21,3,1164402.75
Kasavanhalli,3,159.51,3,1097865.45
Kasavanhalli,3,167.13,3,998059.5
Kasavanhalli,4,302.86,4,2661492.0
Kasavanhalli,2,125.33,2,864984.9
Kasavanhalli,2,104.14,2,864984.9
Kasavanhalli,2,102.19,2,554477.5
Kasavanhalli,3,183.95,3,975880.4
Kasavanhalli,2,111.48,2,864984.9
Kasavanhalli,3,152.92,3,881619.22
Kasavanhalli,3,144.46,3,914887.87
Kasavanhalli,3,137.12,3,986969.95
Kasavanhalli,3,138.7,3,909343.1
Kasavanhalli,2,111.48,2,554477.5
Kasavanhalli,3,159.7,3,1286387.8
Kasavanhalli,2,103.59,2,554477.5
Kasavanhalli,2,104.52,2,678680.46
Kasavanhalli,3,201.6,3,1674522.05
Kasavanhalli,3,177.91,3,887164.0
Kasavanhalli,3,134.71,3,858442.07
Kasavanhalli,3,137.12,3,1053507.25
Kasavanhalli,2,111.48,2,557804.36
Kasavanhalli,3,195.09,3,1219850.5
Kasavanhalli,3,166.02,3,1364014.65
Kasavanhalli,2,101.26,2,663155.09
Kasavanhalli,3,157.1,3,1153313.2
Kasavanhalli,4,395.76,4,3016357.6
Kasavanhalli,3,196.12,4,1330746.0
Kasavanhalli,3,143.53,3,765178.95
Kasavanhalli,2,88.26,2,432492.45
Kasavanhalli,4,173.08,3,1164402.75
Kasavanhalli,3,154.87,3,1020238.6
Kasavanhalli,3,138.8,3,909343.1
Kasavanhalli,3,144.46,3,909343.1
Kasavanhalli,1,71.53,1,485944.08
Kasavanhalli,2,106.56,2,665373.0
Kasavanhalli,2,127.74,2,798447.6
Kasavanhalli,3,128.21,2,609925.25
Kasavanhalli,2,111.48,2,665373.0
Kasavanhalli,4,395.76,4,3692820.15
Kasavanhalli,2,138.89,2,920432.65
Kasavanhalli,4,371.61,4,3604103.75
Kasavanhalli,3,113.81,2,765178.95
Kasavanhalli,3,178.09,3,1463820.6
Kasavanhalli,2,127.74,2,864984.9
Kasavanhalli,4,409.51,4,3814805.2
Kasavanhalli,2,121.61,2,1053507.25
Kasavanhalli,3,137.12,3,1164402.75
Kasavanhalli,2,107.58,2,742999.85
Kasavanhalli,2,112.78,2,742999.85
Kasavanhalli,3,196.02,4,1330746.0
Kasavanhalli,2,138.89,2,1219850.5
Kasavanhalli,2,146.32,2,942611.75
Kasavanhalli,2,99.31,2,609925.25
Kasavanhalli,2,102.19,2,754089.4
Kasavanhalli,3,159.33,3,1242029.6
Kasavanhalli,2,102.19,2,720820.75
Kasavanhalli,2,114.27,2,734682.69
Kasavanhalli,3,168.99,3,1663432.5
Kasavanhalli,3,159.7,3,787358.05
Kasavanhalli,3,148.64,3,876074.45
Kasavanhalli,2,147.25,2,998059.5
Kasavanhalli,2,115.66,2,887164.0
Kasavanhalli,3,189.06,3,1574716.1
Kasavanhalli,3,162.3,3,1219850.5
Kasavanhalli,2,127.93,2,887164.0
Kasavanhalli,2,109.72,2,676462.55
Kasavanhalli,2,104.14,2,831716.25
Kasturi Nagar,3,178.84,3,1386193.75
Kasturi Nagar,2,145.58,2,1020238.6
Kasturi Nagar,3,145.86,3,887164.0
Kasturi Nagar,3,145.39,3,981425.17
Kasturi Nagar,2,100.33,2,887164.0
Kasturi Nagar,2,102.29,2,720820.75
Kasturi Nagar,3,139.35,2,887164.0
Kasturi Nagar,4,176.14,3,1386193.75
Kasturi Nagar,2,102.19,2,643193.9
Kasturi Nagar,3,145.86,3,1219850.5
Kasturi Nagar,2,92.9,2,643193.9
Kasturi Nagar,2,102.29,2,731910.3
Kasturi Nagar,4,232.91,4,1718880.25
Kathriguppe,3,130.06,2,853895.35
Kathriguppe,3,116.13,2,762406.56
Kathriguppe,3,115.66,2,759412.38
Kathriguppe,3,125.42,2,964901.75
Kathriguppe,3,125.42,2,898142.65
Kathriguppe,3,126.81,2,832603.41
Kathriguppe,3,120.77,3,864874.0
Kathriguppe,3,125.42,2,898142.65
Kathriguppe,3,129.13,2,847796.1
Kathriguppe,3,125.42,3,868311.76
Kathriguppe,3,116.13,2,762406.56
Kathriguppe,3,120.77,3,864874.0
Kathriguppe,3,124.02,2,814305.66
Kathriguppe,3,120.77,3,864874.0
Kathriguppe,3,120.77,3,864874.0
Kathriguppe,3,124.02,2,814305.66
Kathriguppe,3,125.42,3,898142.65
Kathriguppe,2,116.13,2,762406.56
Kathriguppe,3,125.42,3,898142.65
Kaval Byrasandra,2,111.48,2,576656.6
Kaval Byrasandra,2,94.76,2,576656.6
Kaval Byrasandra,2,111.48,2,548932.72
Kaval Byrasandra,2,87.79,2,554477.5
Kaval Byrasandra,2,98.48,2,499029.75
Kaval Byrasandra,2,102.19,2,510119.3
Kaval Byrasandra,2,110.09,2,543387.95
Kaval Byrasandra,2,92.62,2,587746.15
Kaval Byrasandra,2,98.48,2,465761.1
Kaval Byrasandra,1,44.59,1,277238.75
Kaval Byrasandra,2,104.52,2,460216.32
Kaval Byrasandra,2,109.62,2,665373.0
Kaval Byrasandra,3,134.71,3,831716.25
Kaval Byrasandra,2,99.03,2,609925.25
Kaval Byrasandra,2,95.22,2,665373.0
Kaval Byrasandra,3,130.06,3,831716.25
Kenchenahalli,2,94.3,2,643193.9
Kenchenahalli,1,66.43,1,499029.75
Kenchenahalli,2,106.84,2,643193.9
Kenchenahalli,3,118.91,2,765178.95
Kenchenahalli,3,130.99,2,809537.15
Kenchenahalli,2,80.82,1,499029.75
Kenchenahalli,2,106.84,2,665373.0
Kenchenahalli,1,65.03,1,388134.25
Kenchenahalli,2,98.48,2,576656.6
Kenchenahalli,2,106.84,2,632104.35
Kenchenahalli,3,159.79,3,1108955.0
Kenchenahalli,2,94.3,2,665373.0
Kengeri,3,143.07,2,709731.2
Kengeri,2,69.68,2,421402.9
Kengeri,2,107.77,2,450346.63
Kengeri,2,111.2,2,554477.5
Kengeri,2,111.48,2,643193.9
Kengeri,3,110.37,2,421402.9
Kengeri,2,67.45,2,343776.05
Kengeri,3,116.13,3,532298.4
Kengeri,2,95.22,2,632104.35
Kengeri,3,107.77,2,450235.73
Kengeri,3,100.52,2,543387.95
Kengeri,2,107.3,2,450235.73
Kengeri,2,116.59,2,554477.5
Kengeri,2,69.68,2,399223.8
Kengeri,2,89.46,2,443582.0
Kengeri,2,86.12,2,410313.35
Kengeri,2,67.45,2,388134.25
Kengeri,1,38.65,1,216246.22
Kengeri,2,83.61,2,499029.75
Kengeri,2,83.61,2,332686.5
Kengeri,2,73.11,2,343776.05
Kengeri,1,46.64,1,277238.75
Kengeri,3,136.57,3,554477.5
Kengeri,3,111.48,3,742999.85
Kengeri,2,67.35,2,332686.5
Kengeri,1,46.45,1,188522.35
Kengeri,1,50.17,1,249514.87
Kengeri,2,69.68,2,393679.02
Kengeri,3,161.74,3,887164.0
Kengeri,3,133.41,2,609925.25
Kengeri,2,111.48,2,643193.9
Kengeri,2,114.27,2,499029.75
Kengeri,3,114.27,2,576656.6
Kengeri,2,69.68,2,404768.57
Kengeri,2,92.9,2,377044.7
Kengeri,1,38.65,1,199611.9
Kengeri,3,115.66,2,483171.69
Kengeri,2,82.03,2,543387.95
Kengeri,2,97.73,2,565567.05
Kengeri,2,113.34,2,698641.65
Kengeri,1,106.84,1,576656.6
Kengeri,2,110.74,2,593290.92
Kengeri,2,111.48,2,465761.1
Kengeri,2,69.68,2,443582.0
Kengeri,1,55.74,1,388134.25
Kengeri,2,96.15,2,571111.82
Kengeri,8,278.71,5,1441641.5
Kengeri,1,38.09,1,166343.25
Kengeri,1,38.65,1,190629.36
Kengeri,2,122.63,2,554477.5
Kengeri,2,107.77,2,450235.73
Kengeri,5,232.26,4,1108955.0
Kengeri,1,51.1,1,185749.96
Kengeri Satellite Town,2,82.68,2,388134.25
Kengeri Satellite Town,2,82.03,2,499029.75
Kengeri Satellite Town,3,131.46,2,731910.3
Kengeri Satellite Town,1,86.4,1,332686.5
Kengeri Satellite Town,3,151.9,2,864984.9
Kengeri Satellite Town,2,97.55,2,476850.65
Kengeri Satellite Town,2,93.55,2,465761.1
Kengeri Satellite Town,2,58.99,1,243970.1
Kengeri Satellite Town,2,75.99,2,288328.3
Kengeri Satellite Town,2,95.69,2,554477.5
Kengeri Satellite Town,2,111.48,2,720820.75
Kengeri Satellite Town,2,73.86,2,354865.6
Kengeri Satellite Town,2,52.03,2,184086.53
Kengeri Satellite Town,2,121.01,2,491100.72
Kengeri Satellite Town,2,74.32,2,443582.0
Kengeri Satellite Town,1,60.76,1,243970.1
Kengeri Satellite Town,2,98.48,2,465761.1
Kengeri Satellite Town,2,69.68,2,365955.15
Kengeri Satellite Town,2,85.47,2,432492.45
Kengeri Satellite Town,2,91.51,2,465761.1
Kengeri Satellite Town,1,38.09,1,166343.25
Kengeri Satellite Town,2,104.05,2,543387.95
Kengeri Satellite Town,3,134.71,2,554477.5
Kengeri Satellite Town,2,103.12,2,476850.65
Kengeri Satellite Town,2,108.7,2,554477.5
Kengeri Satellite Town,2,72.22,2,277238.75
Kengeri Satellite Town,2,95.22,2,316828.44
Kengeri Satellite Town,3,110.65,2,369725.6
Kengeri Satellite Town,2,74.32,2,354865.6
Kereguddadahalli,2,88.26,2,354865.6
Kereguddadahalli,3,130.06,2,532298.4
Kereguddadahalli,2,74.32,2,310507.4
Kereguddadahalli,2,83.98,2,332686.5
Kereguddadahalli,3,120.77,2,432492.45
Kereguddadahalli,2,92.9,2,332686.5
Kereguddadahalli,3,115.2,3,454671.55
Kereguddadahalli,1,55.74,1,216246.22
Kereguddadahalli,2,100.33,2,354865.6
Kereguddadahalli,2,92.9,2,377044.7
Kereguddadahalli,3,130.06,2,465761.1
Kereguddadahalli,3,118.91,3,465761.1
Kereguddadahalli,2,94.3,2,388134.25
Kodichikkanahalli,3,110.55,2,632104.35
Kodichikkanahalli,2,92.44,2,454671.55
Kodichikkanahalli,3,138.89,2,831716.25
Kodichikkanahalli,2,104.52,2,576656.6
Kodichikkanahalli,2,106.84,2,532298.4
Kodichikkanahalli,2,99.41,2,476850.65
Kodichikkanahalli,3,150.5,2,942611.75
Kodichikkanahalli,3,144.93,2,720820.75
Kodichikkanahalli,2,95.32,2,499029.75
Kodichikkanahalli,1,41.81,1,199611.9
Kodichikkanahalli,2,84.26,2,426947.67
Kodichikkanahalli,2,109.72,2,632104.35
Kodichikkanahalli,2,83.61,2,465761.1
Kodichikkanahalli,3,121.7,2,587746.15
Kodichikkanahalli,3,130.06,3,731910.3
Kodichikkanahalli,2,90.67,2,554477.5
Kodichikkanahalli,5,250.84,4,1386193.75
Kodichikkanahalli,2,120.68,2,643193.9
Kodigehaali,2,108.32,2,609925.25
Kodigehaali,3,122.63,3,720820.75
Kodigehaali,2,103.77,2,621014.8
Kodigehaali,2,111.48,2,609925.25
Kodigehaali,2,111.48,2,665373.0
Kodigehaali,3,196.95,3,1962850.35
Kodigehaali,2,94.11,2,565567.05
Kodigehaali,3,123.0,3,720820.75
Kodigehaali,2,89.65,2,421402.9
Kodigehaali,2,80.45,2,354865.6
Kodigehaali,3,133.97,3,887164.0
Kodigehalli,2,117.99,2,1086775.9
Kodigehalli,2,111.48,2,532298.4
Kodigehalli,1,60.85,1,587746.15
Kodigehalli,3,169.08,3,1663432.5
Kodigehalli,2,58.99,1,310507.4
Kodigehalli,3,111.48,4,1729969.8
Kodihalli,4,302.12,5,3714999.25
Kodihalli,3,250.84,4,2994178.5
Kodihalli,3,222.22,4,2883283.0
Kodihalli,3,223.71,4,2883283.0
Kodihalli,3,232.26,4,2883283.0
Kodihalli,3,150.5,3,1441641.5
Kodihalli,4,302.86,5,4302745.4
Kodihalli,4,297.01,5,3714999.25
Kodihalli,2,138.42,2,1663432.5
Kogilu,3,177.35,3,975880.4
Kogilu,3,154.59,2,820072.22
Kogilu,2,108.7,2,576545.7
Kogilu,2,60.39,2,310507.4
Kogilu,2,105.91,2,561796.6
Kogilu,2,111.48,2,591405.7
Kogilu,3,179.67,3,1663432.5
Kogilu,1,50.17,1,399223.8
Kogilu,3,144.83,3,1408372.85
Kogilu,2,110.55,2,561796.6
Kogilu,2,105.91,2,561796.6
Kogilu,3,144.83,3,1330746.0
Kogilu,1,65.03,1,342001.72
Kogilu,2,116.13,2,616024.5
Kogilu,2,111.48,2,591405.7
Kogilu,2,88.44,2,543387.95
Kogilu,1,65.03,1,342001.72
Kogilu,2,116.13,2,616024.5
Kogilu,7,228.17,7,942611.75
Kogilu,2,105.91,2,561796.6
Kogilu,2,105.91,2,561796.6
Konanakunte,3,259.29,3,2472969.65
Konanakunte,2,82.13,1,643193.9
Konanakunte,4,111.48,4,1386193.75
Konanakunte,4,111.48,2,1441641.5
Konanakunte,3,222.97,2,1996119.0
Konanakunte,3,132.2,2,942611.75
Koramangala,2,122.63,2,1829775.75
Koramangala,2,116.41,2,1131134.1
Koramangala,3,146.79,3,1774328.0
Koramangala,3,162.58,3,1441641.5
Koramangala,4,325.16,5,4713058.75
Koramangala,2,93.37,1,1219850.5
Koramangala,3,212.93,4,3049626.25
Koramangala,3,170.48,2,1718880.25
Koramangala,2,119.84,2,1108955.0
Koramangala,2,120.77,2,1219850.5
Koramangala,3,204.38,3,1996119.0
Koramangala,2,123.1,2,1319656.45
Koramangala,2,105.91,2,833934.16
Koramangala,2,117.06,2,1108955.0
Koramangala,3,183.48,3,2328805.5
Koramangala,2,176.51,2,2217910.0
Koramangala,3,162.58,3,1441641.5
Koramangala,3,212.93,3,3171611.3
Koramangala,3,213.68,3,3215969.5
Koramangala,3,148.09,3,1386193.75
Koramangala,3,163.51,2,1275298.25
Koramangala,3,176.51,3,1663432.5
Koramangala,2,122.63,2,1663432.5
Koramangala,2,122.63,2,1219850.5
Koramangala,4,556.02,4,8594401.25
Koramangala,3,150.04,3,1275298.25
Koramangala,3,208.66,3,3326865.0
Koramangala,3,159.42,2,1275298.25
Koramangala,3,139.35,3,1497089.25
Koramangala,2,100.61,2,1108955.0
Koramangala,3,162.02,3,2217910.0
Koramangala,2,109.62,2,1419462.4
Koramangala,2,122.63,2,1774328.0
Koramangala,2,127.28,2,1386193.75
Koramangala,2,102.19,2,942611.75
Koramangala,2,116.03,2,1829775.75
Koramangala,2,111.48,2,1108955.0
Koramangala,3,159.79,2,1441641.5
Koramangala,3,206.52,3,3326865.0
Koramangala,3,162.02,4,2328805.5
Koramangala,3,173.36,4,2716939.75
Koramangala,2,122.63,2,1774328.0
Koramangala,2,125.42,2,1142223.65
Koramangala,4,557.41,4,6930968.75
Koramangala,3,152.55,2,1275298.25
Koramangala,2,122.63,2,1774328.0
Koramangala,3,158.86,3,2328805.5
Koramangala,2,125.88,2,1053507.25
Koramangala,3,148.64,3,1885223.5
Koramangala,2,117.06,2,1108955.0
Koramangala,3,177.44,4,1663432.5
Koramangala,3,148.64,2,1552537.0
Kothannur,2,112.04,2,534849.0
Kothannur,3,118.45,2,486276.77
Kothannur,2,102.19,2,443582.0
Kothannur,2,111.2,2,530967.65
Kothannur,2,111.2,2,530080.49
Kothannur,2,99.41,2,474521.84
Kothannur,3,117.99,3,499029.75
Kothannur,3,118.45,3,487940.2
Kothannur,2,99.41,2,428056.63
Kothannur,3,137.96,2,658719.27
Kothannur,3,112.88,2,538952.13
Kothannur,3,130.43,2,622678.23
Kothanur,2,111.48,2,565567.05
Kothanur,3,222.97,2,1663432.5
Kothanur,3,169.83,3,1219850.5
Kothanur,2,110.18,2,643193.9
Kothanur,3,146.51,3,776268.5
Kothanur,3,171.59,3,1164402.75
Kothanur,3,146.79,3,842805.8
Kothanur,5,891.86,5,6099252.5
Kothanur,3,133.31,3,776268.5
Kothanur,2,110.27,2,643193.9
Kothanur,3,171.59,3,1219850.5
Kothanur,3,135.64,3,787358.05
Kothanur,2,110.09,2,654283.45
Kothanur,3,133.41,3,776268.5
Kothanur,3,135.82,3,787358.05
Kothanur,3,166.3,3,1164402.75
Kothanur,3,147.06,3,843914.75
Kothanur,2,99.41,2,504574.52
Kothanur,3,169.08,3,853895.35
Kothanur,2,106.37,2,621014.8
Kothanur,4,315.96,5,2550596.5
Kothanur,2,135.17,2,765178.95
Kothanur,1,58.25,1,332686.5
Kothanur,2,120.96,2,759634.17
Kothanur,3,163.51,3,1230940.05
Kothanur,2,110.09,2,643193.9
Kothanur,1,139.35,1,831716.25
Kothanur,2,99.87,2,587746.15
Kothanur,3,166.3,3,1075686.35
Kothanur,4,250.84,4,1940671.25
Kothanur,3,165.92,2,1175492.3
Kothanur,3,166.02,3,1186581.85
Kothanur,2,106.0,2,598835.7
Kothanur,3,163.51,3,1219850.5
Kothanur,3,126.81,3,731910.3
Kothanur,2,107.77,2,632104.35
Kothanur,2,101.73,2,609925.25
Kothanur,2,106.09,2,621014.8
Kothanur,2,99.78,2,598835.7
Kothanur,2,119.38,2,665373.0
Kothanur,2,99.87,2,587746.15
Kothanur,2,105.91,2,621014.8
Kothanur,2,130.06,2,776268.5
Kothanur,3,146.88,3,842805.8
Kothanur,3,128.67,3,742999.85
Kothanur,2,105.91,2,621014.8
Kothanur,3,166.02,3,1330746.0
Kothanur,2,110.09,2,654283.45
Kothanur,3,146.88,3,842805.8
Kothanur,3,166.3,3,1164402.75
Kothanur,2,104.98,2,609925.25
Kothanur,2,101.64,2,598835.7
Kothanur,3,108.7,3,887164.0
Kothanur,2,130.06,2,720820.75
Kothanur,2,111.02,2,654283.45
Kothanur,3,166.3,3,1330746.0
Kothanur,3,135.08,3,792902.82
Kudlu,2,107.02,2,593290.92
Kudlu,2,95.41,2,476850.65
Kudlu,2,101.45,2,487940.2
Kudlu,2,95.41,2,476850.65
Kudlu,2,101.45,2,487940.2
Kudlu,2,106.19,2,609925.25
Kudlu,3,135.17,2,665373.0
Kudlu,2,95.13,2,487940.2
Kudlu,3,145.86,2,731244.93
Kudlu,3,148.64,3,876074.45
Kudlu,2,95.41,2,465761.1
Kudlu,2,99.96,2,554477.5
Kudlu,2,95.41,2,487940.2
Kudlu,2,100.71,2,587746.15
Kudlu,2,120.77,2,621014.8
Kudlu,2,95.41,2,487940.2
Kudlu,3,115.66,2,665373.0
Kudlu,2,95.41,2,487940.2
Kudlu,2,103.12,2,510119.3
Kudlu,4,195.09,3,1264208.7
Kudlu,2,95.41,2,487940.2
Kudlu,1,66.89,1,365955.15
Kudlu,2,95.41,2,487940.2
Kudlu,2,107.95,2,576656.6
Kudlu,2,96.71,2,587746.15
Kudlu Gate,3,142.6,3,920432.65
Kudlu Gate,3,142.6,3,942611.75
Kudlu Gate,3,142.6,3,864984.9
Kudlu Gate,3,142.6,3,953701.3
Kudlu Gate,3,145.3,2,1020238.6
Kudlu Gate,3,126.72,2,514333.33
Kudlu Gate,2,115.01,2,609925.25
Kudlu Gate,3,124.02,3,986969.95
Kudlu Gate,1,65.31,1,576656.6
Kudlu Gate,3,142.6,3,953701.3
Kudlu Gate,3,142.33,3,920432.65
Kudlu Gate,2,103.4,2,554477.5
Kudlu Gate,3,136.1,2,552370.49
Kudlu Gate,2,110.09,2,554477.5
Kudlu Gate,3,154.59,3,754089.4
Kudlu Gate,3,153.85,3,887164.0
Kudlu Gate,3,153.85,3,831716.25
Kudlu Gate,2,112.88,2,499029.75
Kudlu Gate,2,75.44,2,424175.29
Kudlu Gate,2,143.72,2,1142223.65
Kudlu Gate,2,124.12,2,953701.3
Kudlu Gate,3,178.28,3,1341835.55
Kudlu Gate,2,136.01,3,621014.8
Kudlu Gate,3,142.6,3,942611.75
Kudlu Gate,3,171.87,3,1330746.0
Kudlu Gate,2,87.33,2,771499.99
Kudlu Gate,2,112.88,2,498586.17
Kudlu Gate,2,108.14,2,831716.25
Kudlu Gate,2,109.9,2,882062.81
Kudlu Gate,3,171.87,3,1219850.5
Kudlu Gate,3,122.63,2,554477.5
Kudlu Gate,2,109.9,2,882062.81
Kudlu Gate,2,111.48,2,492376.02
Kudlu Gate,3,133.04,2,677682.4
Kudlu Gate,2,121.7,2,587746.15
Kumaraswami Layout,4,185.8,4,1541447.45
Kumaraswami Layout,2,92.9,2,537843.17
Kumaraswami Layout,2,92.9,2,643193.9
Kumaraswami Layout,7,222.97,7,1386193.75
Kumaraswami Layout,3,222.97,2,1386193.75
Kumaraswami Layout,3,121.7,2,776268.5
Kumaraswami Layout,1,78.97,1,864984.9
Kumaraswami Layout,7,297.29,7,1663432.5
Kumaraswami Layout,3,121.7,2,942611.75
Kumaraswami Layout,4,227.61,3,1219850.5
Kumaraswami Layout,7,189.52,4,1364014.65
Kumaraswami Layout,7,288.0,7,1607984.75
Kumaraswami Layout,3,111.48,3,831716.25
Kumaraswami Layout,2,100.43,2,665373.0
Kundalahalli,3,160.16,3,1386193.75
Kundalahalli,2,95.69,2,543387.95
Kundalahalli,2,68.28,2,643083.0
Kundalahalli,2,97.27,2,909343.1
Kundalahalli,3,129.78,3,1164402.75
Kundalahalli,3,160.16,3,1408372.85
Kundalahalli,2,93.83,2,546382.13
Kundalahalli,3,129.78,3,1219850.5
Kundalahalli,3,129.78,3,1153313.2
Kundalahalli,3,129.78,3,1197671.4
Kundalahalli,3,178.37,3,1663432.5
Kundalahalli,3,129.78,3,1164402.75
Kundalahalli,3,167.22,3,887164.0
Kundalahalli,3,160.16,3,1375104.2
Kundalahalli,2,97.27,2,931522.2
Kundalahalli,2,97.27,2,920432.65
Kundalahalli,4,650.32,4,6099252.5
Kundalahalli,3,192.77,3,1275298.25
Kundalahalli,2,104.05,2,596174.21
Kundalahalli,2,97.27,2,916218.62
Kundalahalli,2,97.27,2,1009149.05
Kundalahalli,3,160.16,3,1619074.3
Kundalahalli,3,148.64,3,1885223.5
Kundalahalli,3,138.98,2,864984.9
Kundalahalli,3,160.16,3,1386193.75
Kundalahalli,2,93.83,2,535292.58
Kundalahalli,2,97.27,2,986969.95
Kundalahalli,4,232.26,5,2716939.75
Kundalahalli,3,129.78,3,1164402.75
Kundalahalli,3,167.22,3,1219850.5
Kundalahalli,2,97.27,2,798447.6
Kundalahalli,2,117.06,2,643193.9
Kundalahalli,4,287.25,4,2550596.5
Kundalahalli,2,98.94,2,776268.5
Kundalahalli,3,160.16,3,1619074.3
Kundalahalli,2,97.27,2,1009149.05
Kundalahalli,3,160.16,3,1419462.4
Kundalahalli,2,122.17,2,820626.7
Kundalahalli,3,195.09,3,1663432.5
Kundalahalli,3,160.16,3,1386193.75
Kundalahalli,3,160.16,3,1552537.0
Kundalahalli,2,109.16,2,720820.75
LB Shastri Nagar,3,148.64,3,720820.75
LB Shastri Nagar,2,96.9,2,609925.25
LB Shastri Nagar,2,110.0,2,765178.95
LB Shastri Nagar,1,61.78,1,354865.6
LB Shastri Nagar,2,116.13,2,537843.17
LB Shastri Nagar,3,130.06,2,887164.0
LB Shastri Nagar,2,110.0,2,687552.1
LB Shastri Nagar,2,111.48,2,521208.85
LB Shastri Nagar,2,111.48,2,831716.25
LB Shastri Nagar,2,92.9,2,548932.72
Laggere,5,260.13,5,1386193.75
Laggere,3,111.48,3,1441641.5
Laggere,1,111.48,1,1386193.75
Laggere,2,111.48,2,831716.25
Laggere,1,57.6,2,532298.4
Lakshminarayana Pura,2,110.09,2,831716.25
Lakshminarayana Pura,3,148.64,2,1197671.4
Lakshminarayana Pura,2,109.62,2,831716.25
Lakshminarayana Pura,2,108.88,2,909343.1
Lakshminarayana Pura,2,109.53,2,831716.25
Lakshminarayana Pura,2,106.74,2,831716.25
Lakshminarayana Pura,2,124.12,2,1108955.0
Lakshminarayana Pura,2,109.16,2,831716.25
Lakshminarayana Pura,2,110.55,2,831716.25
Lakshminarayana Pura,2,111.48,2,831716.25
Lakshminarayana Pura,2,111.48,2,831716.25
Lakshminarayana Pura,2,108.23,2,831716.25
Lakshminarayana Pura,2,106.37,2,831716.25
Lakshminarayana Pura,3,139.35,3,1153313.2
Lakshminarayana Pura,2,112.41,2,831716.25
Lakshminarayana Pura,2,108.6,2,831716.25
Lakshminarayana Pura,2,111.48,2,831716.25
Lakshminarayana Pura,2,108.88,2,831716.25
Lakshminarayana Pura,2,108.88,2,831716.25
Lakshminarayana Pura,2,109.62,2,831716.25
Lakshminarayana Pura,2,111.48,2,920432.65
Lakshminarayana Pura,2,111.48,2,887164.0
Lakshminarayana Pura,2,111.02,2,831716.25
Lakshminarayana Pura,2,111.48,2,887164.0
Lingadheeranahalli,3,141.3,3,1053507.25
Lingadheeranahalli,3,140.38,3,1053507.25
Lingadheeranahalli,3,156.35,3,1208760.95
Lingadheeranahalli,3,141.12,3,1031328.15
Lingadheeranahalli,3,141.3,3,1053396.35
Lingadheeranahalli,3,156.26,3,1330746.0
Lingadheeranahalli,3,141.3,3,1050291.28
Lingadheeranahalli,3,175.86,3,1441641.5
Lingadheeranahalli,3,158.4,3,1219850.5
Lingadheeranahalli,4,208.57,4,1707790.7
Lingadheeranahalli,3,156.26,3,1253119.15
Lingadheeranahalli,3,156.26,3,1264208.7
Lingadheeranahalli,3,139.91,3,1053507.25
Lingadheeranahalli,3,156.35,3,1219850.5
Lingadheeranahalli,3,156.45,3,1330746.0
Lingadheeranahalli,4,207.73,4,1696701.15
Lingadheeranahalli,3,175.96,4,1264208.7
Lingadheeranahalli,4,208.1,4,1774328.0
Magadi Road,6,334.45,6,1563626.55
Magadi Road,2,103.68,2,554477.5
Magadi Road,3,119.1,2,543387.95
Magadi Road,2,82.13,2,455780.51
Magadi Road,2,93.37,2,618575.1
Magadi Road,2,92.9,2,515664.07
Magadi Road,4,139.35,2,1031328.15
Magadi Road,3,122.82,2,652287.33
Magadi Road,2,124.95,2,609925.25
Magadi Road,3,110.65,2,614139.28
Magadi Road,5,464.51,6,3992238.0
Magadi Road,2,103.68,2,575436.75
Magadi Road,3,97.73,2,665373.0
Magadi Road,2,87.33,2,554477.5
Magadi Road,3,122.45,2,754089.4
Magadi Road,3,110.27,2,612087.71
Magadi Road,2,82.13,2,532298.4
Mahadevpura,3,159.79,3,864984.9
Mahadevpura,2,106.84,2,576656.6
Mahadevpura,2,116.13,2,576656.6
Mahadevpura,2,117.06,2,638758.08
